what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581268436
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581274748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581275508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581282788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581289248
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581291358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581292428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581367312
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1334581369022
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1334581371772
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1334581371872
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581374082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581385242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581385322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334581386362
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1334581386862
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1334581386892
activated,editor,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui.internal.editor.AntEditor",1334581389672
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1334581391253
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334581391353
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1334581391683
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334581391763
closed,editor,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui.internal.editor.AntEditor",1334581391793
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334581396075
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334581396125
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1334581406891
started,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1334581406931
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1334581407061
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1334581407281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1334581407683
